longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-119.71,36.82,12,2144,568.0,1320,566,2.3381,76098.0,INLAND
-118.27,33.96,38,977,295.0,1073,292,1.0208,94149.0,<1H OCEAN
-118.26,33.89,36,2230,417.0,1395,381,2.8493,128331.0,<1H OCEAN
-122.48,37.74,52,2166,423.0,1072,370,4.131,320988.01,NEAR OCEAN
-118.08,34.12,34,2921,641.0,1541,562,3.6827,238682.0,<1H OCEAN
-118.0,33.81,13,2782,605.0,1749,628,4.1276,194338.0,<1H OCEAN
-118.2,33.98,43,1091,320.0,1418,316,2.1522,152651.0,<1H OCEAN
-118.3,34.01,52,1908,428.0,1271,394,2.5885,126232.0,<1H OCEAN
-122.44,37.76,38,2202,452.0,833,435,6.8939,397446.21,NEAR BAY
-117.94,33.62,28,1765,390.0,832,349,6.5928,417570.25,<1H OCEAN
-121.48,38.53,43,1378,280.0,708,280,2.3542,102620.0,INLAND
-117.32,34.1,27,2053,461.0,1737,463,3.1213,105968.0,INLAND
-122.1,37.89,21,3282,653.0,1398,601,5.2079,298132.02,NEAR BAY
-117.97,33.92,24,2017,416.0,900,436,3.0,184405.0,<1H OCEAN
-118.3,34.06,21,3960,1490.0,3468,1335,1.8214,257582.03,<1H OCEAN
-117.91,33.72,32,2436,504.0,2839,516,4.5607,191286.01,<1H OCEAN
-118.33,34.04,33,1806,444.0,1161,393,2.5927,177374.0,<1H OCEAN
-121.47,38.55,52,1384,295.0,561,244,2.0242,102849.0,INLAND
-117.82,33.68,3,3068,494.0,1357,486,7.9187,340080.01,<1H OCEAN
-117.94,33.82,29,1422,409.0,1057,390,2.3347,179367.0,<1H OCEAN
-122.28,37.86,52,938,195.0,393,189,3.8594,208709.0,NEAR BAY
-117.64,33.45,27,334,56.0,130,46,4.875,302252.06,NEAR OCEAN
-122.13,39.0,23,3832,774.0,2435,747,2.2754,87374.0,INLAND
-118.44,34.2,28,1732,435.0,1198,417,2.9219,205639.0,<1H OCEAN
-119.58,36.77,19,3225,548.0,1760,542,4.0227,96376.0,INLAND
-118.28,33.99,37,1971,513.0,1673,464,1.4625,99008.0,<1H OCEAN
-121.4,38.55,26,2697,398.0,1088,389,5.0,159331.0,INLAND
-118.21,33.84,28,822,205.0,627,192,3.4583,159102.0,<1H OCEAN
-119.01,35.36,38,1838,388.0,1203,373,1.6797,56384.0,INLAND
-117.63,34.02,13,4864,729.0,2780,723,5.6168,198194.0,INLAND
-118.18,33.77,36,1833,688.0,1128,620,1.1483,150333.0,NEAR OCEAN
-118.32,34.02,51,2010,460.0,1355,433,2.0304,119486.0,<1H OCEAN
-121.49,38.53,42,1468,281.0,571,271,3.3906,111796.0,INLAND
-120.39,38.0,33,2177,404.0,891,383,3.212,111699.0,INLAND
-118.21,34.05,26,745,258.0,694,236,1.3846,167022.0,<1H OCEAN
-118.22,33.94,42,1046,287.0,1218,289,2.6538,130614.0,<1H OCEAN
-118.19,33.91,33,915,225.0,826,212,2.7708,131255.0,<1H OCEAN
-118.41,34.01,26,2503,449.0,1218,426,5.3683,418026.29,<1H OCEAN
-118.12,34.14,25,3420,977.0,1718,947,3.1033,217615.0,<1H OCEAN
-122.34,37.57,28,3751,949.0,1691,846,3.9728,365686.02,NEAR OCEAN
-122.53,38.32,22,3577,,1371,501,5.795,288033.0,<1H OCEAN
-121.62,36.43,20,1335,290.0,717,243,4.7891,239205.0,<1H OCEAN
-117.87,33.72,37,2216,497.0,2445,506,3.8421,175973.0,<1H OCEAN
-120.69,35.52,26,2758,571.0,1291,522,2.925,174678.0,<1H OCEAN
-121.87,37.66,27,1569,242.0,583,214,5.7519,294929.0,INLAND
-117.73,33.51,5,4549,786.0,1238,632,6.1785,358932.16,<1H OCEAN
-121.99,37.33,35,1802,291.0,841,315,4.8365,259891.0,<1H OCEAN
-122.01,37.06,19,4113,767.0,2006,732,5.1121,322916.03,NEAR OCEAN
-119.64,37.61,30,2857,661.0,291,135,2.6838,127474.0,INLAND
-117.23,32.75,23,2415,653.0,1275,596,3.1389,232106.0,NEAR OCEAN
-117.16,32.89,5,8576,1952.0,5006,1827,4.3598,210313.0,<1H OCEAN
-117.98,33.76,24,1880,405.0,967,418,4.4545,207017.0,<1H OCEAN
-118.07,34.11,47,832,194.0,419,156,3.1576,225509.01,<1H OCEAN
-122.45,37.78,45,2747,699.0,1320,693,3.1576,364663.11,NEAR BAY
-122.22,38.08,37,2811,,1574,516,3.1053,118673.0,NEAR BAY
-118.25,34.0,32,1218,342.0,1292,304,1.5781,105155.0,<1H OCEAN
-121.96,36.99,23,3209,748.0,1423,666,2.7375,235069.01,NEAR OCEAN
-118.28,34.25,35,2045,450.0,1166,407,3.5214,225427.0,<1H OCEAN
-118.38,34.3,39,1622,355.0,903,314,4.1125,198770.0,<1H OCEAN
-118.37,34.08,22,3008,938.0,1224,816,3.2149,360298.13,<1H OCEAN
-121.33,38.7,15,2226,421.0,1004,417,2.7868,131055.0,INLAND
-118.08,34.14,42,2690,589.0,1149,535,3.88,285814.0,INLAND
-122.26,38.16,23,2840,491.0,1586,466,4.0337,146922.0,NEAR BAY
-118.43,34.29,50,1181,265.0,1196,269,3.2095,222362.06,<1H OCEAN
-122.44,37.76,30,5089,1210.0,1935,1139,4.6053,407910.17,NEAR BAY
-120.86,37.77,28,1208,232.0,535,232,2.3523,100780.0,INLAND
-117.89,33.82,21,1591,298.0,904,297,4.8906,209671.0,<1H OCEAN
-121.37,38.6,36,1119,144.0,414,150,5.8336,218417.0,INLAND
-118.14,33.95,42,1413,228.0,630,219,6.8564,428576.41,<1H OCEAN
-122.07,37.66,21,5031,1168.0,2461,1042,3.875,229582.02,NEAR BAY
-118.56,34.41,4,17313,3224.0,6902,2707,5.6798,292355.05,<1H OCEAN
-121.88,37.27,24,4567,688.0,2102,695,5.6895,263640.0,<1H OCEAN
-122.2,37.77,39,2689,597.0,1888,537,2.2562,108673.0,NEAR BAY
-118.34,34.17,49,3033,580.0,1284,561,4.1161,287303.04,<1H OCEAN
-122.43,37.61,21,10252,2595.0,4790,2428,4.1692,319808.04,NEAR OCEAN
-117.99,33.68,13,4000,883.0,1999,881,4.7245,257118.0,<1H OCEAN
-121.91,37.33,52,2212,563.0,1195,532,2.894,199964.0,<1H OCEAN
-118.32,33.88,37,1402,254.0,722,251,6.4781,403726.2,<1H OCEAN
-122.05,37.97,16,60,10.0,65,19,6.1359,231109.0,NEAR BAY
-122.2,39.75,18,2603,576.0,1616,588,2.0192,72890.0,INLAND
-123.85,39.42,11,1804,506.0,895,451,1.7574,99253.0,<1H OCEAN
-118.9,34.2,16,6510,817.0,2304,778,7.9943,407295.06,<1H OCEAN
-120.86,37.6,25,1178,206.0,709,214,4.5625,155919.0,INLAND
-122.26,38.57,22,509,103.0,139,73,2.1979,114662.99,INLAND
-118.36,33.9,42,1935,388.0,1136,379,4.74,232524.0,<1H OCEAN
-117.57,33.9,7,3797,850.0,2369,720,3.5525,145609.0,INLAND
-119.69,34.43,37,2801,497.0,1150,476,5.8311,394532.21,<1H OCEAN
-121.92,36.56,39,2144,538.0,749,419,2.7039,262334.01,NEAR OCEAN
-121.47,38.61,35,1372,360.0,850,328,1.6331,67273.0,INLAND
-118.4,34.1,27,3979,510.0,1351,520,15.0001,500001.0,<1H OCEAN
-119.87,36.83,4,4833,784.0,2088,789,5.1781,144524.0,INLAND
-120.42,34.94,32,2844,551.0,1337,516,2.7188,152534.0,<1H OCEAN
-121.27,38.05,26,378,75.0,164,65,3.4107,143097.0,INLAND
-118.15,33.85,36,1435,249.0,606,234,4.1439,215568.0,<1H OCEAN
-122.2,37.9,36,2107,287.0,740,280,10.3416,495051.94,NEAR BAY
-118.16,33.78,14,1709,558.0,1939,520,1.9808,153324.0,NEAR OCEAN
-122.38,37.59,49,1657,266.0,613,270,5.7837,399832.24,NEAR OCEAN
-118.2,33.9,26,1000,275.0,1178,263,2.12,118049.0,<1H OCEAN
-118.23,33.91,33,677,182.0,984,174,2.5893,103634.0,<1H OCEAN
-121.4,38.63,31,1540,452.0,1079,444,1.8571,73803.0,INLAND
-121.82,37.81,12,4711,659.0,2089,621,8.3209,326477.03,INLAND
-118.29,34.08,43,3056,1345.0,3920,1304,1.925,216392.0,<1H OCEAN
-118.55,34.17,36,2127,297.0,761,274,7.8392,486167.8,<1H OCEAN
-117.85,33.81,32,1766,322.0,876,330,4.0417,222853.0,<1H OCEAN
-117.83,33.81,28,1972,315.0,970,326,5.4298,236380.0,<1H OCEAN
-122.47,37.74,52,1538,305.0,819,319,4.0846,314558.01,NEAR BAY
-120.18,34.75,17,2074,382.0,1035,359,3.7958,206673.01,<1H OCEAN
-116.99,33.2,17,2980,539.0,1531,505,3.1553,205510.0,<1H OCEAN
-121.76,38.55,23,8800,1857.0,6330,1832,2.065,104389.0,INLAND
-118.36,33.86,35,2126,434.0,1044,433,5.5456,329882.01,<1H OCEAN
-119.72,36.32,40,1185,221.0,676,256,2.2721,61837.0,INLAND
-117.12,32.59,28,2793,706.0,1825,676,2.6724,154273.0,NEAR OCEAN
-122.26,37.54,5,3264,442.0,1607,453,9.1415,465822.54,NEAR BAY
-117.58,34.1,4,6360,1584.0,3359,1396,3.5186,146985.0,INLAND
-122.2,37.47,40,2959,389.0,985,365,9.9025,500001.0,NEAR BAY
-116.9,34.69,10,337,102.0,108,50,0.4999,265642.39,INLAND
-120.84,38.81,11,1280,286.0,609,248,3.1635,140373.0,INLAND
-117.37,33.97,34,3676,697.0,2653,682,2.5804,102429.0,INLAND
-117.02,32.71,30,3187,592.0,2082,631,3.5388,125634.0,NEAR OCEAN
-118.21,33.92,37,1705,403.0,1839,410,2.5833,124109.0,<1H OCEAN
-121.64,40.9,24,2237,434.0,834,318,1.7538,69511.0,INLAND
-117.23,32.86,16,1675,354.0,604,332,5.2326,269918.05,NEAR OCEAN
-122.92,38.97,20,2067,384.0,904,333,2.9934,143192.0,<1H OCEAN
-118.36,34.09,34,2832,883.0,1594,843,1.7558,259936.03,<1H OCEAN
-117.9,33.74,19,1566,379.0,1032,330,2.2105,171767.0,<1H OCEAN
-121.02,39.27,52,3720,707.0,1424,609,3.2,151712.0,INLAND
-122.19,37.76,52,2024,391.0,1030,350,2.4659,108221.0,NEAR BAY
-122.15,37.67,35,2472,398.0,1171,390,5.5797,284860.0,NEAR BAY
-119.18,34.16,12,460,101.0,405,103,5.2783,348162.22,NEAR OCEAN
-122.53,37.93,37,1722,352.0,648,337,4.125,350336.03,NEAR BAY
-117.67,33.55,6,3157,721.0,1695,710,3.7609,185349.0,<1H OCEAN
-119.85,36.82,15,1387,236.0,638,195,5.5842,146879.0,INLAND
-118.57,34.15,22,5791,706.0,2059,673,10.9201,500001.0,<1H OCEAN
-117.88,33.83,22,3522,543.0,1706,524,6.4685,269899.01,<1H OCEAN
-118.33,34.1,43,2732,1646.0,3049,1429,1.3157,272173.11,<1H OCEAN
-117.8,33.75,29,3058,488.0,1197,474,5.3903,278729.02,<1H OCEAN
-117.2,34.26,17,9419,1455.0,1382,459,6.2233,226671.0,INLAND
-117.68,33.65,6,10395,1915.0,4783,1811,5.928,287473.02,<1H OCEAN
-119.7,36.82,25,2379,540.0,1482,484,2.3173,67383.0,INLAND
-118.37,34.04,25,542,161.0,442,131,2.25,194156.03,<1H OCEAN
-121.63,39.18,13,1907,347.0,821,367,2.0978,83930.0,INLAND
-118.97,35.38,32,1361,363.0,1483,297,1.625,49099.0,INLAND
-121.75,39.4,29,1687,327.0,864,334,2.4943,79644.0,INLAND
-122.32,37.55,46,1437,266.0,607,263,4.8068,355283.12,NEAR OCEAN
-117.94,33.93,14,999,232.0,1037,244,2.7125,160696.0,<1H OCEAN
-119.42,36.35,20,1469,303.0,1031,259,1.6645,56235.0,INLAND
-122.31,38.0,29,3108,534.0,1687,516,4.3333,176845.0,NEAR BAY
-119.96,38.94,27,1492,393.0,717,254,1.8906,103096.01,INLAND
-117.04,34.0,21,4624,852.0,2174,812,3.5255,114546.0,INLAND
-117.9,33.71,15,539,71.0,287,66,6.3427,298720.01,<1H OCEAN
-122.46,37.88,35,2492,409.0,812,373,8.8386,466761.52,NEAR BAY
-118.34,34.19,48,814,165.0,490,176,3.1406,256541.09,<1H OCEAN
-118.36,34.2,14,1878,614.0,1874,559,2.5267,189068.0,<1H OCEAN
-118.18,34.02,43,887,219.0,965,217,2.625,139461.0,<1H OCEAN
-119.83,36.8,24,3756,681.0,1586,739,3.8571,94443.0,INLAND
-118.13,33.84,48,1895,294.0,881,293,6.3364,415013.24,<1H OCEAN
-122.71,38.43,38,1689,526.0,1071,529,1.5026,153410.0,<1H OCEAN
-119.72,34.43,36,1156,309.0,521,304,2.6014,296718.0,<1H OCEAN
-117.88,34.12,34,912,165.0,522,150,4.0417,171715.0,<1H OCEAN
-117.23,32.74,16,735,139.0,299,134,4.6354,237710.03,NEAR OCEAN
-122.46,37.66,15,6082,1284.0,3861,1198,5.4221,282397.01,NEAR OCEAN
-121.96,37.23,36,4423,632.0,1719,608,7.8407,486272.84,<1H OCEAN
-117.14,33.16,16,1660,,733,214,5.6874,241621.01,<1H OCEAN
-121.29,37.87,29,488,108.0,308,115,2.6563,107179.0,INLAND
-116.05,34.12,19,301,65.0,150,56,3.125,93405.0,INLAND
-118.3,33.89,30,2756,858.0,1806,787,3.0329,193307.0,<1H OCEAN
-122.38,37.58,52,2039,299.0,772,303,6.471,450478.41,NEAR OCEAN
-122.26,37.83,52,2432,715.0,1377,696,2.5898,198609.0,NEAR BAY
-117.46,34.1,35,908,226.0,667,203,2.5833,95704.0,INLAND
-121.92,37.33,52,2962,557.0,1215,506,4.7768,318165.03,<1H OCEAN
-122.07,37.69,29,2304,618.0,1021,552,2.5362,186356.0,NEAR BAY
-119.84,36.85,8,3791,487.0,1424,475,10.5144,386171.52,INLAND
-116.52,33.81,12,12396,2552.0,2548,1265,3.4394,157254.0,INLAND
-122.68,38.07,26,1445,244.0,510,207,5.6305,355201.04,NEAR OCEAN
-121.67,36.67,24,3071,544.0,1477,560,3.9219,196358.0,<1H OCEAN
-118.21,33.95,32,1116,328.0,1265,302,2.295,141175.0,<1H OCEAN
-121.98,37.28,28,3688,633.0,1877,620,5.7251,298405.02,<1H OCEAN
-117.93,33.84,34,2160,298.0,852,305,6.0531,293073.03,<1H OCEAN
-118.78,34.16,9,30405,4093.0,12873,3931,8.0137,429229.24,NEAR OCEAN
-122.3,37.9,35,1102,308.0,688,303,2.3946,170523.0,NEAR BAY
-119.23,34.42,16,630,117.0,343,100,5.75,322404.06,<1H OCEAN
-122.53,41.81,21,2400,485.0,1109,443,1.7639,65248.0,INLAND
-122.01,37.39,36,1976,361.0,1348,371,5.6447,278856.0,<1H OCEAN
-122.34,37.94,47,2313,433.0,947,430,3.942,159741.01,NEAR BAY
-121.62,36.71,24,4195,706.0,2200,647,4.3451,216601.0,<1H OCEAN
-118.1,33.84,36,690,109.0,316,104,3.7813,197262.0,<1H OCEAN
-122.5,37.75,45,1672,344.0,838,314,4.1419,276719.0,NEAR OCEAN
-118.12,34.68,12,5319,875.0,2439,779,4.6629,144277.0,INLAND
-117.31,33.24,6,1580,288.0,792,265,4.0469,176739.02,<1H OCEAN
-120.79,37.08,9,97,20.0,91,22,2.9063,132801.0,INLAND
-121.87,37.34,52,1170,215.0,604,207,2.6667,222937.0,<1H OCEAN
-117.79,33.77,21,4349,553.0,1680,519,6.9014,302907.0,<1H OCEAN
-122.52,37.96,35,2012,346.0,818,352,5.2818,308635.02,NEAR BAY
-118.3,33.87,27,3144,722.0,1510,680,3.1597,233769.0,<1H OCEAN
-118.05,34.06,45,531,164.0,722,166,2.1406,174670.03,<1H OCEAN
-118.21,34.14,44,1681,407.0,1105,387,3.2222,209055.0,<1H OCEAN
-117.98,33.78,31,2825,546.0,1908,563,3.9798,196446.0,<1H OCEAN
-117.15,34.04,14,2845,420.0,1172,377,7.5822,262120.0,INLAND
-118.11,33.81,37,1694,280.0,776,271,6.2187,411321.21,<1H OCEAN
-118.48,34.21,25,2879,723.0,2077,649,3.3864,213908.0,<1H OCEAN
-118.17,33.82,52,2539,497.0,1152,488,4.1354,258031.0,NEAR OCEAN
-121.22,38.4,14,2655,441.0,1277,422,4.6989,178522.0,INLAND
-118.19,34.12,46,3387,820.0,2833,813,2.987,193529.0,<1H OCEAN
-117.71,34.08,26,2744,494.0,1411,465,4.2639,168568.0,INLAND
-118.08,33.85,22,1055,204.0,682,216,6.0,271755.0,<1H OCEAN
-118.4,33.87,45,2093,497.0,842,472,6.3231,461556.45,<1H OCEAN
-117.4,34.04,17,1906,334.0,1550,338,3.025,104398.0,INLAND
-123.5,39.67,22,2124,450.0,1122,446,2.1793,85444.0,INLAND
-120.67,37.37,18,164,30.0,104,32,1.6607,116994.01,INLAND
-121.48,38.54,41,3364,685.0,1841,626,2.1975,89111.0,INLAND
-122.18,37.45,43,2061,437.0,817,385,4.4688,385937.4,NEAR BAY
-117.01,32.76,34,3415,608.0,1464,593,4.0549,171101.0,<1H OCEAN
-118.36,33.93,40,1625,500.0,2036,476,2.6298,170853.0,<1H OCEAN
-122.71,38.34,22,1249,335.0,699,308,2.6033,167630.0,<1H OCEAN
-118.51,34.2,35,1614,308.0,850,330,4.1806,215741.01,<1H OCEAN
-118.56,34.18,36,1366,224.0,719,270,4.8264,229951.0,<1H OCEAN
-122.09,37.35,30,1502,186.0,501,180,10.0259,498774.97,NEAR BAY
-119.01,36.05,27,1127,294.0,839,276,1.3807,50609.0,INLAND
-117.4,34.08,21,3622,667.0,2503,720,3.8531,120862.0,INLAND
-118.41,34.24,38,490,101.0,402,100,3.125,246340.0,<1H OCEAN
-117.9,33.74,18,1884,442.0,1915,442,2.3783,168375.0,<1H OCEAN
-117.92,34.09,35,1810,318.0,1164,332,5.0123,203695.0,<1H OCEAN
-122.28,37.52,29,1526,355.0,724,315,4.0313,313121.0,NEAR OCEAN
-117.22,33.14,5,4576,848.0,2314,705,5.0123,267415.01,NEAR OCEAN
-122.41,37.75,52,1678,386.0,1220,357,2.5809,253620.05,NEAR BAY
-122.47,37.76,52,4001,809.0,1886,756,3.3239,345483.02,NEAR BAY
-118.24,33.93,37,1027,258.0,824,248,1.5132,93667.0,<1H OCEAN
-118.32,34.04,47,1989,532.0,1430,519,1.8333,144808.0,<1H OCEAN
-120.27,37.12,17,3328,628.0,1580,619,2.9861,97472.0,INLAND
-121.07,39.15,15,6828,1319.0,3002,1318,2.4726,123396.0,INLAND
-122.27,37.82,43,1868,456.0,1061,407,1.5045,129053.0,NEAR BAY
-120.43,37.35,15,1613,203.0,673,213,5.9378,182546.0,INLAND
-122.47,37.79,52,2383,477.0,990,464,3.9688,479320.73,NEAR BAY
-122.31,37.91,39,2955,696.0,1417,682,2.7628,168303.0,NEAR BAY
-118.14,33.76,52,2677,642.0,1144,624,4.3889,384342.02,NEAR OCEAN
-121.9,37.37,20,78,72.0,120,69,1.0938,302991.19,<1H OCEAN
-118.01,33.84,28,4097,838.0,2112,803,4.5,201860.0,<1H OCEAN
-117.7,33.57,4,3283,911.0,1512,782,3.3125,216336.01,<1H OCEAN
-119.94,38.95,25,1789,536.0,1134,396,2.32,106584.0,INLAND
-121.82,37.26,10,3030,574.0,1623,589,5.1356,269608.0,<1H OCEAN
-121.24,38.78,18,549,143.0,249,136,0.8691,107083.0,INLAND
-122.42,37.77,52,1925,568.0,867,515,2.879,329030.07,NEAR BAY
-122.3,37.9,30,1772,471.0,880,437,2.2672,178848.0,NEAR BAY
-118.15,33.78,13,3056,861.0,1600,824,3.3003,232162.0,NEAR OCEAN
-117.88,33.87,35,1919,349.0,1302,345,5.6409,233802.0,<1H OCEAN
-118.51,33.98,40,1901,679.0,865,587,2.3417,329776.01,<1H OCEAN
-121.5,38.34,36,1212,255.0,569,256,2.0048,99184.0,INLAND
-117.94,33.81,25,1731,482.0,1127,455,3.256,197853.0,<1H OCEAN
-118.18,33.92,32,2035,519.0,2282,480,3.2734,152336.0,<1H OCEAN
-122.33,40.6,5,6383,1206.0,2965,1141,3.8103,126666.0,INLAND
-121.42,38.53,37,1958,367.0,1171,366,2.8298,89290.0,INLAND
-118.19,33.83,30,2246,552.0,1032,548,3.5871,265360.05,NEAR OCEAN
-122.69,38.27,32,2344,434.0,1066,384,4.0313,251182.0,<1H OCEAN
-118.3,34.02,42,2386,670.0,2327,661,1.6699,126803.0,<1H OCEAN
-117.77,33.67,12,4329,1068.0,1913,978,4.5094,250208.0,<1H OCEAN
-117.98,33.9,6,1537,347.0,506,280,4.8264,209723.0,<1H OCEAN
-122.28,37.81,17,1237,462.0,762,439,0.9241,143409.0,NEAR BAY
-118.76,34.26,26,1750,284.0,962,278,4.5673,218596.02,<1H OCEAN
-117.94,33.89,30,2577,404.0,1076,374,6.7528,366320.08,<1H OCEAN
-121.27,38.75,21,4812,1117.0,1985,1045,2.5083,141890.0,INLAND
-119.31,36.34,14,2985,607.0,2250,607,2.1602,77547.0,INLAND
-117.11,32.73,27,3160,627.0,1628,612,3.8864,141383.0,NEAR OCEAN
-118.17,34.05,45,733,178.0,715,165,2.5962,133564.0,<1H OCEAN
-120.41,36.77,24,1335,312.0,1180,267,1.947,62417.0,INLAND
-118.04,34.1,38,2317,451.0,1155,426,4.1488,283403.0,INLAND
-117.87,33.99,21,2837,515.0,2031,555,4.9271,214125.0,<1H OCEAN
-118.19,33.8,41,2125,591.0,1604,555,2.9943,194760.0,NEAR OCEAN
-120.19,36.61,29,1479,338.0,1408,322,2.293,68426.0,INLAND
-122.42,37.74,52,1916,432.0,889,424,4.0391,290985.0,NEAR BAY
-117.65,33.48,6,1638,188.0,572,174,13.0502,485991.32,<1H OCEAN
-122.03,37.55,22,9167,1373.0,4319,1404,6.992,390445.15,NEAR BAY
-117.98,33.94,36,4297,717.0,2038,700,5.2851,231073.01,<1H OCEAN
-122.41,37.76,52,3452,784.0,2987,753,2.8135,308834.0,NEAR BAY
-118.06,34.12,34,2941,558.0,1660,576,4.5667,269736.0,INLAND
-122.08,37.04,34,2800,577.0,1353,512,4.1161,251747.01,NEAR OCEAN
-118.41,34.02,16,5825,1866.0,3390,1752,3.0965,293574.01,<1H OCEAN
-121.46,38.66,3,3438,603.0,1602,554,3.9914,136289.0,INLAND
-121.1,39.15,10,680,143.0,354,140,4.0333,158837.0,INLAND
-118.32,33.83,19,3792,790.0,2105,834,5.2363,317588.0,<1H OCEAN
-117.78,33.71,4,974,232.0,428,203,4.6141,198963.04,<1H OCEAN
-119.71,36.8,25,875,156.0,646,166,3.0,86914.0,INLAND
-121.92,37.31,13,6035,1551.0,2946,1481,4.0524,255495.0,<1H OCEAN
-121.28,38.7,14,5827,1246.0,2578,1038,3.0212,118962.0,INLAND
-121.82,39.75,37,2236,372.0,974,379,3.2016,102969.0,INLAND
-118.37,34.08,28,4376,1202.0,1847,1128,2.6713,312659.04,<1H OCEAN
-118.34,33.99,47,1107,199.0,437,178,3.7344,186919.0,<1H OCEAN
-121.24,37.98,33,450,123.0,236,103,1.1964,74564.0,INLAND
-122.31,38.27,34,1748,284.0,783,303,4.3585,194904.0,NEAR BAY
-122.01,37.38,32,726,204.0,538,203,4.505,243645.0,<1H OCEAN
-118.34,34.16,44,1717,391.0,848,353,3.6111,283942.03,<1H OCEAN
-120.88,38.16,8,2029,387.0,1000,364,4.0109,150586.0,INLAND
-117.77,33.71,5,4050,584.0,1986,598,7.5847,329733.0,<1H OCEAN
-118.13,33.96,36,1933,341.0,958,335,4.4732,238939.0,<1H OCEAN
-117.05,33.02,18,917,121.0,388,131,6.3517,256733.0,<1H OCEAN
-118.41,33.9,39,2040,336.0,926,351,7.5552,455096.51,<1H OCEAN
-122.06,37.39,26,18,4.0,8,4,3.75,201348.05,NEAR BAY
-122.3,37.97,34,2854,528.0,1211,452,3.5353,162634.0,NEAR BAY
-121.81,39.71,18,1222,250.0,708,281,2.0288,81705.0,INLAND
-118.35,34.09,35,2705,785.0,1526,793,3.0349,328145.07,<1H OCEAN
-117.02,33.76,20,1317,203.0,453,158,2.8393,127862.0,INLAND
-121.68,36.67,26,5745,1017.0,2780,996,5.0,257298.0,<1H OCEAN
-118.43,34.22,34,2300,429.0,1447,455,4.2656,199716.0,<1H OCEAN
-117.15,34.83,30,5370,1062.0,2778,944,3.099,88204.0,INLAND
-121.89,37.35,47,2879,631.0,2229,606,3.2599,201585.0,<1H OCEAN
-118.29,33.98,30,1162,318.0,1207,289,1.223,107879.0,<1H OCEAN
-122.23,37.82,52,3242,366.0,1001,352,12.2138,499305.99,NEAR BAY
-120.83,37.07,16,3736,761.0,1942,730,2.5598,103164.0,INLAND
-118.04,34.09,34,2001,388.0,1461,397,3.8304,275117.0,INLAND
-118.21,34.09,37,1822,498.0,1961,506,1.9881,152561.01,<1H OCEAN
-117.88,33.79,32,1484,295.0,928,295,5.1418,213522.0,<1H OCEAN
-120.98,39.93,25,2220,511.0,912,449,1.8914,71247.0,INLAND
-115.57,32.79,34,1152,208.0,621,208,3.6042,92108.01,INLAND
-121.51,38.49,21,4426,790.0,1856,761,4.1,161510.0,INLAND
-120.04,39.24,30,2369,469.0,510,213,2.65,120217.0,INLAND
-122.29,37.54,43,2268,438.0,1151,449,4.9091,328382.02,NEAR OCEAN
-118.28,33.92,37,742,151.0,729,144,3.055,129533.0,<1H OCEAN
-121.8,39.75,11,7212,1355.0,3264,1264,3.1125,117552.0,INLAND
-119.38,36.56,25,1180,222.0,611,212,2.0729,68809.99,INLAND
-120.99,37.68,30,1975,375.0,732,326,2.6932,118299.0,INLAND
-121.75,37.68,35,1755,299.0,702,263,5.2443,203524.0,INLAND
-118.98,35.39,29,607,177.0,476,143,1.1875,51620.0,INLAND
-117.07,32.67,28,2758,623.0,2179,631,2.3814,117115.0,NEAR OCEAN
-118.28,34.01,50,2601,794.0,3080,770,1.8656,127003.0,<1H OCEAN
-117.2,34.14,18,1920,333.0,890,323,5.159,145954.0,INLAND
-119.32,36.25,21,1231,,609,206,2.8365,78483.0,INLAND
-121.51,38.55,45,3032,631.0,1341,597,2.8417,110166.0,INLAND
-114.56,33.69,17,720,174.0,333,117,1.6509,62848.0,INLAND
-118.36,34.05,48,1825,404.0,728,363,3.3824,287848.04,<1H OCEAN
-121.75,36.93,24,4026,881.0,2264,863,3.1327,201448.0,<1H OCEAN
-118.18,33.83,44,1497,277.0,542,274,5.0052,308367.06,NEAR OCEAN
-118.16,34.03,41,1377,293.0,1142,272,3.1724,161858.0,<1H OCEAN
-118.65,34.27,23,1724,265.0,934,306,6.0783,260384.01,<1H OCEAN
-118.29,34.11,49,2850,379.0,1113,380,12.9591,500001.0,<1H OCEAN
-117.3,34.05,7,4672,1121.0,2534,1046,3.4228,115918.0,INLAND
-121.21,38.67,11,5500,956.0,2827,946,4.1071,162890.0,INLAND
-118.3,33.81,17,5544,1068.0,3008,1038,5.322,273870.0,<1H OCEAN
-118.35,34.01,35,3776,,1583,749,3.5486,276861.0,<1H OCEAN
-117.13,32.71,44,1697,413.0,1396,363,1.5474,83577.0,NEAR OCEAN
-118.34,34.03,48,1426,331.0,784,356,1.6581,147423.0,<1H OCEAN
-121.9,37.28,34,4613,749.0,2050,725,5.3922,289607.01,<1H OCEAN
-118.5,34.21,36,1254,229.0,629,245,4.9643,233900.0,<1H OCEAN
-118.36,34.03,38,2365,638.0,2259,607,2.0879,135086.0,<1H OCEAN
-118.34,33.99,34,397,132.0,250,121,1.675,177157.0,<1H OCEAN
-122.07,38.26,15,1173,146.0,450,154,6.0487,208690.0,INLAND
-121.95,38.43,19,3011,551.0,1665,535,5.1534,176317.0,INLAND
-123.2,39.16,14,1908,484.0,1195,467,1.7929,108417.0,<1H OCEAN
